Date (WET),DEMAND (INDO),DEMAND (ITSDO),DEMAND (NATIONAL GRID),DEMAND (ENTSOE),DEMAND FORECAST (ENTSOE),DEMAND FORECAST (NDF),DEMAND FORECAST (TSDF)
,MW,MW,MW,MW,MW,MW,MW
[16/08/2021 19:00],29676,30192,30107,,,30381,30881
[16/08/2021 19:30],29419,29933,29835,,,30566,31066
[16/08/2021 20:00],29245,29755,29678,,,30550,31050
[16/08/2021 20:30],29236,29747,29646,,,30220,30720
[16/08/2021 21:00],29073,29581,29517,,,29723,30223
[16/08/2021 21:30],27870,28388,28310,,,28731,29231
[16/08/2021 22:00],26435,26996,26858,,,27162,27715
[16/08/2021 22:30],24869,25459,25329,,,25429,25974
[16/08/2021 23:00],23238,23841,23671,,,23686,24272
[16/08/2021 23:30],21982,22511,22405,,,22290,22790
[17/08/2021 00:00],20965,21529,21431,,,20690,21190
[17/08/2021 00:30],20346,20985,20782,,,20020,20520
[17/08/2021 01:00],19780,20424,20200,,,19613,20198
[17/08/2021 01:30],19532,20205,19963,,,19420,20009
[17/08/2021 02:00],19077,20695,19510,,,19105,20845
[17/08/2021 02:30],18738,20675,19170,,,18697,20768
[17/08/2021 03:00],18542,20620,18965,,,18547,20749
[17/08/2021 03:30],18424,20598,18844,,,18430,20731
[17/08/2021 04:00],18458,20548,18882,,,18490,20710
[17/08/2021 04:30],18475,20277,18893,,,18745,20664
[17/08/2021 05:00],19121,20602,19542,,,19233,20594
[17/08/2021 05:30],19787,21054,20202,,,20048,21374
[17/08/2021 06:00],21597,22116,21952,,,21784,22326
[17/08/2021 06:30],23184,23702,23570,,,23167,23708
[17/08/2021 07:00],25249,25759,25655,,,25004,25504
[17/08/2021 07:30],26982,27499,27320,,,26742,27242
[17/08/2021 08:00],28576,29090,28943,,,28200,28700
[17/08/2021 08:30],29170,29688,29586,,,28700,29200
[17/08/2021 09:00],29534,30096,29952,,,28931,29431
[17/08/2021 09:30],29526,30037,29948,,,28827,29327
[17/08/2021 10:00],29442,29951,29862,,,29000,29500
[17/08/2021 10:30],29314,29823,29725,,,29011,29511
[17/08/2021 11:00],29211,29720,29641,,,28722,29222
[17/08/2021 11:30],29185,29693,29599,,,28811,29311
[17/08/2021 12:00],29384,29889,29817,,,29000,29500
[17/08/2021 12:30],29132,29643,29558,,,28956,29456
[17/08/2021 13:00],29043,29556,29462,,,28611,29111
[17/08/2021 13:30],28615,29269,29039,,,28236,28886
[17/08/2021 14:00],28377,29042,28788,,,27966,28621
[17/08/2021 14:30],28265,28931,28674,,,27907,28562
[17/08/2021 15:00],28299,28820,28716,,,27870,28373
[17/08/2021 15:30],28699,29209,29120,,,28159,28659
[17/08/2021 16:00],29231,29737,29649,,,28783,29283
[17/08/2021 16:30],29933,30441,30347,,,29689,30189
[17/08/2021 17:00],30773,31287,31174,,,30458,30958
[17/08/2021 17:30],31472,31988,31882,,,30800,31300
[17/08/2021 18:00],31644,32159,32063,,,30770,31270
[17/08/2021 18:30],31411,31922,31825,,,30876,31376
[17/08/2021 19:00],30934,31444,31355,,,30893,31393
[17/08/2021 19:30],30622,31134,31050,,,30614,31114
[17/08/2021 20:00],30309,30818,30752,,,30080,30580
[17/08/2021 20:30],29972,30483,30399,,,29750,30250
[17/08/2021 21:00],29162,29734,29599,,,29136,29691
[17/08/2021 21:30],27995,28649,28459,,,27788,28423
[17/08/2021 22:00],26459,27223,26943,,,26434,27187
[17/08/2021 22:30],24973,25872,25406,,,24965,25816
[17/08/2021 23:00],23345,24346,23819,,,23359,24282
[17/08/2021 23:30],22232,23106,22694,,,22000,22830
[18/08/2021 00:00],21186,22263,21648,,,21100,22119
[18/08/2021 00:30],20441,21742,20867,,,20369,21645
[18/08/2021 01:00],20108,21404,20529,,,20021,21301
[18/08/2021 01:30],20097,21396,20524,,,19800,21079
[18/08/2021 02:00],19670,21236,20100,,,19370,20870
[18/08/2021 02:30],19268,20930,19688,,,19059,20606
[18/08/2021 03:00],19089,20728,19515,,,18880,20424
[18/08/2021 03:30],19034,20904,19433,,,18787,20639
[18/08/2021 04:00],19103,21084,19504,,,18838,20820
[18/08/2021 04:30],19273,21380,19692,,,18800,20894
[18/08/2021 05:00],19856,21988,20268,,,19376,21396
[18/08/2021 05:30],20427,22063,20822,,,20197,21826
[18/08/2021 06:00],22146,23102,22435,,,21898,22830
[18/08/2021 06:30],23837,24698,24161,,,23364,24208
[18/08/2021 07:00],25750,26732,26130,,,25310,26300
[18/08/2021 07:30],27080,28180,27458,,,26893,27930
[18/08/2021 08:00],28146,29370,28535,,,28353,29598
[18/08/2021 08:30],28861,30068,29256,,,28812,30020
[18/08/2021 09:00],29112,30308,29547,,,29045,30239
[18/08/2021 09:30],28933,30247,29346,,,28976,30263
[18/08/2021 10:00],28780,29984,29197,,,28847,30027
[18/08/2021 10:30],28604,29825,29014,,,28638,29856
[18/08/2021 11:00],28139,29766,28577,,,28513,30216
[18/08/2021 11:30],28159,29900,28574,,,28452,30262
[18/08/2021 12:00],28241,29690,28668,,,28600,30033
[18/08/2021 12:30],28179,29677,28597,,,28390,29869
[18/08/2021 13:00],27898,29347,28337,,,28345,29777
[18/08/2021 13:30],27337,28781,27793,,,27976,29397
[18/08/2021 14:00],27103,28622,27518,,,27762,29269
[18/08/2021 14:30],27034,28563,27451,,,27700,29210
[18/08/2021 15:00],27226,28731,27627,,,27717,29201
[18/08/2021 15:30],27309,28809,27732,,,28110,29577
[18/08/2021 16:00],27677,29018,28153,,,28615,29848
[18/08/2021 16:30],28565,29932,29021,,,29305,30654
[18/08/2021 17:00],29972,31285,30445,,,30116,31391
[18/08/2021 17:30],30582,31779,31043,,,30820,32000
[18/08/2021 18:00],30882,32173,31299,,,31000,32278
[18/08/2021 18:30],31139,32361,31541,,,30932,32117
[18/08/2021 19:00],31220,32231,31641,,,30615,31597
[18/08/2021 19:30],31036,31932,31451,,,30462,31343
[18/08/2021 20:00],30968,31798,31395,,,30300,31111
[18/08/2021 20:30],30660,31503,31070,,,30130,30961
[18/08/2021 21:00],29892,30892,30339,,,29435,30423
[18/08/2021 21:30],28756,29844,29186,,,28345,29414
[18/08/2021 22:00],27447,28512,27872,,,26891,27938
[18/08/2021 22:30],26048,27054,26477,,,25608,26584
[18/08/2021 23:00],24550,25594,25008,,,23946,24922
[18/08/2021 23:30],23356,24773,23841,,,22800,24171
[19/08/2021 00:00],22411,24077,22832,,,21690,23312
[19/08/2021 00:30],21782,23613,22216,,,21179,22998
[19/08/2021 01:00],21384,23264,21820,,,20691,22555
[19/08/2021 01:30],21184,22885,21604,,,20550,22231
[19/08/2021 02:00],20858,22580,21289,,,20138,21893
[19/08/2021 02:30],20488,22383,20913,,,19848,21687
[19/08/2021 03:00],20358,22003,20784,,,19696,21361
[19/08/2021 03:30],20216,21982,20634,,,19955,21710
[19/08/2021 04:00],20321,21970,20740,,,20124,21769
[19/08/2021 04:30],20389,22044,20816,,,20000,21620
[19/08/2021 05:00],21024,22369,21451,,,20501,21824
[19/08/2021 05:30],21693,22748,22091,,,20997,21972
[19/08/2021 06:00],23418,23988,23794,,,22685,23233
[19/08/2021 06:30],25064,25580,25481,,,24117,24617
[19/08/2021 07:00],27081,27722,27415,,,26191,26823
[19/08/2021 07:30],28575,29325,28941,,,27670,28401
[19/08/2021 08:00],29352,30316,29749,,,29003,29878
[19/08/2021 08:30],29758,30892,30174,,,29300,30317
[19/08/2021 09:00],29830,31043,30244,,,29677,30615
[19/08/2021 09:30],29699,30952,30110,,,29700,30650
[19/08/2021 10:00],29601,30877,30018,,,29691,30665
[19/08/2021 10:30],29669,30845,30084,,,29602,30490
[19/08/2021 11:00],29441,30377,29861,,,29568,30383
[19/08/2021 11:30],28890,29868,29313,,,29594,30463
[19/08/2021 12:00],28968,29907,29377,,,29550,30385
[19/08/2021 12:30],29260,30293,29674,,,29495,30429
[19/08/2021 13:00],28866,29785,29298,,,29611,30508
[19/08/2021 13:30],28466,29445,28883,,,29387,30360
[19/08/2021 14:00],28418,29516,28829,,,29320,30408
[19/08/2021 14:30],28261,29333,28685,,,29407,30462
[19/08/2021 15:00],28177,29109,28585,,,29334,30236
[19/08/2021 15:30],28615,29439,29019,,,29629,30433
[19/08/2021 16:00],29666,30502,30086,,,30037,30843
[19/08/2021 16:30],30422,31141,30804,,,30637,31337
[19/08/2021 17:00],31300,32088,31691,,,31355,32130
[19/08/2021 17:30],31947,32659,32348,,,31955,32653
[19/08/2021 18:00],32341,33035,32748,,,32010,32691
[19/08/2021 18:30],32148,32797,32577,,,31935,32568
[19/08/2021 19:00],31956,32525,32409,,,31604,32159
[19/08/2021 19:30],31697,32225,32112,,,31442,31957
[19/08/2021 20:00],31356,31889,31769,,,31180,31695
[19/08/2021 20:30],31332,31898,31775,,,31240,31794
[19/08/2021 21:00],30253,30799,30724,,,30477,31003
[19/08/2021 21:30],29231,29825,29668,,,29309,29883
[19/08/2021 22:00],28062,28584,28519,,,27768,28268
[19/08/2021 22:30],26682,27302,27185,,,26258,26843
[19/08/2021 23:00],25179,26125,25689,,,24591,25513
[19/08/2021 23:30],23838,24715,24284,,,23450,24312
[20/08/2021 00:00],22834,23924,23277,,,22490,23576
[20/08/2021 00:30],22116,23270,22557,,,21798,22944
[20/08/2021 01:00],21646,22806,22069,,,21247,22391
[20/08/2021 01:30],21370,22669,21795,,,20910,22198
[20/08/2021 02:00],21026,22475,21452,,,20600,22087
[20/08/2021 02:30],20569,22287,20995,,,20241,21952
[20/08/2021 03:00],20384,22097,20801,,,20420,22126
[20/08/2021 03:30],20281,21987,20697,,,20174,21873
[20/08/2021 04:00],20280,21980,20695,,,20200,21892
[20/08/2021 04:30],20421,22113,20828,,,20238,21883
[20/08/2021 05:00],21080,22244,21479,,,20833,21977
[20/08/2021 05:30],21680,22819,22099,,,21459,22578
[20/08/2021 06:00],23406,24541,23755,,,23020,24139
[20/08/2021 06:30],24962,25913,25298,,,24597,25491
[20/08/2021 07:00],26828,27557,27237,,,26516,27220
[20/08/2021 07:30],28050,28572,28457,,,27965,28465
[20/08/2021 08:00],29226,29741,29627,,,28671,29171
[20/08/2021 08:30],29618,30137,30009,,,29030,29530
[20/08/2021 09:00],29639,30158,30067,,,29150,29650
[20/08/2021 09:30],29597,30113,30013,,,28809,29309
[20/08/2021 10:00],29435,29959,29872,,,28533,29033
[20/08/2021 10:30],29297,29820,29725,,,28400,28900
[20/08/2021 11:00],29244,29763,29653,,,28259,28759
[20/08/2021 11:30],29283,29800,29695,,,28077,28577
[20/08/2021 12:00],29558,30074,29968,,,28170,28670
[20/08/2021 12:30],29296,29812,29732,,,28495,28995
[20/08/2021 13:00],29191,29705,29619,,,28188,28688
[20/08/2021 13:30],29055,29567,29454,,,27793,28293
[20/08/2021 14:00],28964,29481,29366,,,27782,28282
[20/08/2021 14:30],29088,29605,29513,,,27694,28194
[20/08/2021 15:00],29215,29731,29629,,,27630,28130
[20/08/2021 15:30],29325,29837,29742,,,27902,28402
[20/08/2021 16:00],29546,30061,29956,,,29705,30205
[20/08/2021 16:30],30282,30798,30694,,,30098,30598
[20/08/2021 17:00],30835,31349,31234,,,30559,31059
[20/08/2021 17:30],31257,31770,31675,,,30780,31280
[20/08/2021 18:00],31278,31790,31696,,,30778,31278
[20/08/2021 18:30],31031,31547,31450,,,30545,31045
[20/08/2021 19:00],30878,31394,31290,,,30566,31066
[20/08/2021 19:30],30521,31093,30944,,,30150,30705
[20/08/2021 20:00],30533,31234,30963,,,29670,30358
[20/08/2021 20:30],30233,31088,30659,,,29480,30318
[20/08/2021 21:00],29449,30381,29928,,,28544,29457
[20/08/2021 21:30],28077,29119,28517,,,27612,28637
[20/08/2021 22:00],26893,28052,27338,,,26543,27683
[20/08/2021 22:30],25558,26707,25997,,,25287,26412
[20/08/2021 23:00],23920,24909,24363,,,23895,24862
[20/08/2021 23:30],22783,23531,23200,,,22640,23365
[21/08/2021 00:00],21864,22481,22342,,,21600,22196
[21/08/2021 00:30],21201,21897,21680,,,20823,21494
[21/08/2021 01:00],20700,21549,21200,,,20205,21095
[21/08/2021 01:30],20351,21307,20828,,,20000,20882
[21/08/2021 02:00],19990,21129,20600,,,19550,20715
[21/08/2021 02:30],19696,21071,20078,,,19164,20580
[21/08/2021 03:00],19336,20791,19773,,,18945,20388
[21/08/2021 03:30],19206,20648,19619,,,18737,20167
[21/08/2021 04:00],19226,20656,19653,,,18708,20127
[21/08/2021 04:30],19320,20749,19737,,,18700,20116
[21/08/2021 05:00],19533,20936,19956,,,19017,20415
[21/08/2021 05:30],19855,21038,20289,,,19005,20227
[21/08/2021 06:00],20746,21343,21134,,,20217,20795
[21/08/2021 06:30],21365,21946,21755,,,21212,21784
[21/08/2021 07:00],22686,23203,23112,,,22564,23064
[21/08/2021 07:30],23905,24416,24285,,,23591,24091
[21/08/2021 08:00],25234,25764,25664,,,24986,25501
[21/08/2021 08:30],25943,26558,26340,,,25900,26496
[21/08/2021 09:00],26478,27138,26899,,,26596,27234
[21/08/2021 09:30],27026,27796,27410,,,27005,27751
[21/08/2021 10:00],27639,28356,28053,,,27200,27906
[21/08/2021 10:30],27583,28342,27986,,,27490,28233
[21/08/2021 11:00],27368,28063,27787,,,27292,27966
[21/08/2021 11:30],27368,27963,27790,,,27338,27915
[21/08/2021 12:00],27715,28316,28129,,,27770,28355
[21/08/2021 12:30],27542,28119,27958,,,27465,28033
[21/08/2021 13:00],26957,27614,27389,,,27032,27669
[21/08/2021 13:30],26891,27526,27308,,,26445,27079
[21/08/2021 14:00],26720,27489,27131,,,25944,26703
[21/08/2021 14:30],26467,27177,26898,,,25810,26505
[21/08/2021 15:00],26154,26919,26577,,,25952,26704
[21/08/2021 15:30],26255,27024,26671,,,26112,26862
[21/08/2021 16:00],27092,27712,27453,,,26765,27355
[21/08/2021 16:30],28005,28516,28393,,,27645,28145
[21/08/2021 17:00],28915,29425,29304,,,28191,28691
[21/08/2021 17:30],29241,29755,29653,,,28510,29010
[21/08/2021 18:00],29155,29669,29574,,,28336,28836
[21/08/2021 18:30],29102,29616,29533,,,28231,28731
[21/08/2021 19:00],28481,28994,28933,,,28306,28806
[21/08/2021 19:30],28124,28637,28543,,,28120,28620
[21/08/2021 20:00],28106,28617,28519,,,27910,28410
[21/08/2021 20:30],28129,28641,28573,,,27681,28181
[21/08/2021 21:00],27520,28036,27944,,,27690,28190
[21/08/2021 21:30],26867,27381,27287,,,26487,26987
[21/08/2021 22:00],25864,26378,26284,,,25522,26022
[21/08/2021 22:30],24788,25302,25245,,,24299,24799
[21/08/2021 23:00],23572,24084,24018,,,22990,23490
[21/08/2021 23:30],22438,22951,22857,,,21940,22440
[22/08/2021 00:00],21415,21928,21870,,,21010,21510
[22/08/2021 00:30],20764,21281,21185,,,20233,20733
[22/08/2021 01:00],20356,21063,20786,,,19676,20374
[22/08/2021 01:30],20084,20890,20538,,,19410,20200
[22/08/2021 02:00],19556,20873,19976,,,19045,20220
[22/08/2021 02:30],19262,20768,19693,,,18600,20093
[22/08/2021 03:00],18974,20478,19414,,,18414,19900
[22/08/2021 03:30],18756,20326,19178,,,18255,19810
[22/08/2021 04:00],18711,20663,19144,,,18210,20162
[22/08/2021 04:30],18582,20549,19006,,,18107,20059
[22/08/2021 05:00],18656,20558,19074,,,18581,20476
[22/08/2021 05:30],18742,20621,19155,,,18569,20436
[22/08/2021 06:00],19099,20977,19505,,,19000,20860
[22/08/2021 06:30],19523,21389,19924,,,19351,21140
[22/08/2021 07:00],20430,21788,20843,,,20040,21409
[22/08/2021 07:30],21326,22376,21702,,,20714,21876
[22/08/2021 08:00],22245,23322,22667,,,21498,22569
[22/08/2021 08:30],23177,24033,23561,,,22600,23425
[22/08/2021 09:00],24264,25053,24654,,,23243,24018
[22/08/2021 09:30],24675,25569,25089,,,23820,24700
[22/08/2021 10:00],24925,25934,25350,,,24300,25302
[22/08/2021 10:30],24959,25990,25383,,,24358,25372
[22/08/2021 11:00],25184,26162,25604,,,24424,25390
[22/08/2021 11:30],25027,26014,25449,,,24447,25419
[22/08/2021 12:00],25073,26017,25488,,,24700,25629
[22/08/2021 12:30],25236,26226,25654,,,24486,25468
[22/08/2021 13:00],25090,26136,25502,,,24257,25288
[22/08/2021 13:30],24757,25869,25181,,,23856,24967
[22/08/2021 14:00],24564,25827,24993,,,23722,24983
[22/08/2021 14:30],24290,25626,24707,,,23660,24979
[22/08/2021 15:00],24445,25800,24866,,,23840,25189
[22/08/2021 15:30],24696,26061,25101,,,24347,25692
[22/08/2021 16:00],25694,26920,26126,,,25119,26314
[22/08/2021 16:30],26432,27498,26853,,,26250,27301
[22/08/2021 17:00],27200,28288,27582,,,27349,28413
[22/08/2021 17:30],27955,28961,28378,,,27939,28920
[22/08/2021 18:00],28422,29295,28851,,,28440,29295
[22/08/2021 18:30],28519,29336,28941,,,28435,29233
[22/08/2021 19:00],28565,29326,28979,,,28300,29047
[22/08/2021 19:30],28545,29357,28963,,,28217,29006
[22/08/2021 20:00],28563,29275,28980,,,28200,28892
[22/08/2021 20:30],28737,29517,29153,,,28141,28900
[22/08/2021 21:00],28300,29002,28736,,,28400,29078
[22/08/2021 21:30],27256,28064,27695,,,27468,28258
[22/08/2021 22:00],26284,27333,26751,,,26413,27448
[22/08/2021 22:30],24936,26166,25366,,,24945,26157
[22/08/2021 23:00],23357,24512,23797,,,23348,24485
[22/08/2021 23:30],22203,23063,22669,,,22110,22947
[23/08/2021 00:00],21347,22103,21771,,,21190,21935
[23/08/2021 00:30],20695,21785,21112,,,20427,21504
[23/08/2021 01:00],20336,21821,20766,,,20049,21527
[23/08/2021 01:30],20159,21722,20583,,,19800,21353
[23/08/2021 02:00],19779,21423,20206,,,19392,21042
[23/08/2021 02:30],19451,21223,19881,,,19075,20833
[23/08/2021 03:00],19295,20934,19720,,,18980,20600
[23/08/2021 03:30],19248,21060,19676,,,18864,20673
[23/08/2021 04:00],19403,21125,19825,,,19000,20749
[23/08/2021 04:30],19533,21377,19940,,,19022,20820
[23/08/2021 05:00],20326,21855,20726,,,19578,21092
[23/08/2021 05:30],21147,22482,21557,,,20268,21524
[23/08/2021 06:00],22900,23596,23289,,,22082,22763
[23/08/2021 06:30],24540,25242,24912,,,23465,24180
[23/08/2021 07:00],26560,27539,26952,,,25334,26315
[23/08/2021 07:30],27937,28905,28259,,,26727,27699
[23/08/2021 08:00],29176,30354,29555,,,27911,29081
[23/08/2021 08:30],29471,30625,29878,,,28500,29645
[23/08/2021 09:00],29756,31043,30169,,,28774,30043
[23/08/2021 09:30],29714,31051,30154,,,28900,30222
[23/08/2021 10:00],29532,30919,29932,,,28606,29989
[23/08/2021 10:30],30076,31572,30531,,,27900,29378
[23/08/2021 11:00],29512,31011,29941,,,27786,29266
[23/08/2021 11:30],29524,31025,29940,,,27633,29113
[23/08/2021 12:00],29590,31088,30008,,,28479,29959
[23/08/2021 12:30],29181,30685,29602,,,28309,29789
[23/08/2021 13:00],28971,30470,29404,,,28294,29774
[23/08/2021 13:30],28498,30001,28911,,,27962,29442
[23/08/2021 14:00],27904,29408,28321,,,27969,29449
[23/08/2021 14:30],27506,29007,27923,,,27726,29206
[23/08/2021 15:00],27229,28733,27644,,,27710,29190
[23/08/2021 15:30],27291,28799,27697,,,27732,29212
[23/08/2021 16:00],27554,29062,27949,,,28064,29544
[23/08/2021 16:30],28489,29995,28896,,,29011,30491
[23/08/2021 17:00],29562,31063,29982,,,30067,31547
[23/08/2021 17:30],30431,31894,30823,,,30966,32410
[23/08/2021 18:00],30873,32308,31281,,,31360,32773
[23/08/2021 18:30],31317,32634,31737,,,31460,32748
[23/08/2021 19:00],31388,32545,31810,,,31606,32748
[23/08/2021 19:30],31203,32269,31633,,,31545,32603
[23/08/2021 20:00],31387,32385,31804,,,31140,32132
[23/08/2021 20:30],31094,32099,31540,,,30980,31972
[23/08/2021 21:00],30448,31510,30890,,,30737,31779
[23/08/2021 21:30],28885,30041,29359,,,29723,30855
[23/08/2021 22:00],27510,28662,27930,,,28175,29310
[23/08/2021 22:30],26104,27429,26589,,,26403,27685
[23/08/2021 23:00],24553,26067,25025,,,24486,25972
[23/08/2021 23:30],23132,24348,23549,,,23020,24211
[24/08/2021 00:00],22114,23347,22555,,,21890,23111
[24/08/2021 00:30],21492,22998,21922,,,21238,22735
[24/08/2021 01:00],21071,22784,21490,,,20866,22570
[24/08/2021 01:30],20836,22576,21266,,,20680,22399
[24/08/2021 02:00],20413,22431,20858,,,20317,22329
[24/08/2021 02:30],20044,22204,20463,,,19886,22032
[24/08/2021 03:00],19893,22005,20316,,,19691,21789
[24/08/2021 03:30],19781,21885,20197,,,19532,21617
[24/08/2021 04:00],19888,21899,20307,,,19560,21533
[24/08/2021 04:30],20026,21956,20443,,,19664,21572
[24/08/2021 05:00],20661,22295,21061,,,20009,21610
[24/08/2021 05:30],21422,22891,21840,,,20684,22132
[24/08/2021 06:00],23109,24428,23501,,,22290,23588
[24/08/2021 06:30],24631,25854,24994,,,23686,24809
[24/08/2021 07:00],26747,27350,27174,,,25310,25881
[24/08/2021 07:30],28015,28559,28390,,,26802,27335
[24/08/2021 08:00],28929,29638,29317,,,27984,28692
[24/08/2021 08:30],29252,30034,29666,,,28200,28965
[24/08/2021 09:00],29191,30028,29619,,,28400,29236
[24/08/2021 09:30],28892,29855,29321,,,27869,28818
[24/08/2021 10:00],28573,29632,29008,,,27615,28673
[24/08/2021 10:30],28064,29213,28494,,,28074,29201
[24/08/2021 11:00],28059,29043,28478,,,27865,28818
[24/08/2021 11:30],27847,28794,28278,,,27939,28872
[24/08/2021 12:00],27836,28679,28265,,,28110,28944
[24/08/2021 12:30],27683,28634,28100,,,28019,28956
[24/08/2021 13:00],27603,28567,28021,,,27638,28588
[24/08/2021 13:30],27338,28288,27752,,,27229,28163
[24/08/2021 14:00],27165,28133,27589,,,26922,27872
[24/08/2021 14:30],27300,28267,27718,,,26820,27770
[24/08/2021 15:00],27468,28409,27890,,,26953,27876
[24/08/2021 15:30],27682,28618,28090,,,27130,28036
[24/08/2021 16:00],28187,28985,28580,,,27612,28378
[24/08/2021 16:30],29224,29975,29624,,,28709,29451
[24/08/2021 17:00],30226,30987,30602,,,29928,30669
[24/08/2021 17:30],31167,31785,31383,,,31004,31595
[24/08/2021 18:00],31698,32277,32176,,,31438,32004
[24/08/2021 18:30],31844,32409,32278,,,31700,32250
[24/08/2021 19:00],31836,32344,32261,,,31821,32321
[24/08/2021 19:30],31672,32206,32102,,,31733,32256
[24/08/2021 20:00],31597,32112,32010,,,31350,31850
[24/08/2021 20:30],31448,31966,31866,,,31280,31780
[24/08/2021 21:00],30578,31093,30992,,,31021,31521
[24/08/2021 21:30],29145,29663,29578,,,29985,30485
[24/08/2021 22:00],27681,28356,28117,,,28410,29048
[24/08/2021 22:30],26048,26880,26451,,,26611,27424
[24/08/2021 23:00],24387,25213,24842,,,24668,25481
[24/08/2021 23:30],23032,23704,23505,,,23200,23863
[25/08/2021 00:00],22157,22742,22591,,,22150,22724
[25/08/2021 00:30],21627,22238,22059,,,21550,22124
[25/08/2021 01:00],21219,22219,21653,,,21231,22143
[25/08/2021 01:30],21020,22442,21436,,,21100,22504
[25/08/2021 02:00],20626,22044,21053,,,20759,22161
[25/08/2021 02:30],20303,22020,20722,,,20318,22026
[25/08/2021 03:00],20205,21916,20622,,,20158,21858
[25/08/2021 03:30],20055,21762,20477,,,20033,21726
[25/08/2021 04:00],20135,21833,20557,,,20100,21790
[25/08/2021 04:30],20131,21766,20549,,,20224,21839
[25/08/2021 05:00],20860,22166,21268,,,20596,21813
